cluster_id,cluster_label_display,road_node_id,road_node_distance_m,road_node_degree,road_node_betweenness,road_node_degree_norm,road_node_betweenness_norm,source_pressure_score,source_pressure_norm,spillover_out_score,spillover_in_score,spillover_total_score,influence_asymmetry,neighbor_count,in_neighbor_count,out_neighbor_count,propagation_radius_m,network_pagerank,network_component_id,network_component_size,layer_d_alert_flag,network_vulnerability_score,network_rank,propagation_class
572,BTP192 - Urvashi Theater (Cluster 572),1836940324,19.48527208373485,6,0.0291092749308099,0.7142857141836735,0.4599298855383272,26.428275315101306,0.2642827531510131,3.2672288666604685,1.3179134517686473,4.585142318429115,1.9493154148918213,58,29,29,449.1076517454057,0.0018857803058251685,1,502,True,66.333701192941,1,Severe Propagator
349,BTP192 - Urvashi Theater (Cluster 349),1836940324,26.237183750845368,6,0.0291092749308099,0.7142857141836735,0.4599298855383272,26.207118234017585,0.26207118234017585,3.233881314302,1.320172485799925,4.554053800101926,1.9137088285020751,58,29,29,450.8209414908261,0.0018828911973507642,1,502,True,66.2248964242927,2,Severe Propagator
571,BTP020 - Hosahalli Metro Station (Cluster 571),683061156,13.038932087893581,6,0.0153201734612222,0.7142857141836735,0.24206049938363067,34.287210381547474,0.3428721038154747,3.9663762429642633,0.7277825809944669,4.69415882395873,3.238593661969796,72,36,36,631.6220007450844,0.0015860588747549855,1,502,True,65.45688030749027,3,Severe Propagator
658,"BTP189 - New Diagonal Road, Jayanagar (Cluster 658)",303925571,45.511138440573234,8,0.0036993531358567,0.9999999998571428,0.058450204217885854,40.635852400108,0.40635852400108,3.626234459784522,0.7047429875115754,4.330977447296098,2.9214914722729466,40,20,20,405.065553960349,0.0012938962704558607,1,502,True,64.04570184177688,4,Severe Propagator
431,POLICE_STATION::Sheshadripuram (Cluster 431),10036070925,2.3635652630871418,8,0.0074937445686192,0.9999999998571428,0.11840202443691016,29.103471227945654,0.29103471227945654,3.6563294781370677,1.1377559494228702,4.794085427559938,2.5185735287141977,56,28,28,471.86168917909436,0.0014757671252921157,1,502,True,61.47658665492172,5,Severe Propagator
359,POLICE_STATION::Halasur (Cluster 359),334473855,11.571195176420147,4,0.0062879650334313,0.4285714285102041,0.09935056936214101,38.740644345538655,0.38740644345538655,3.2711265575059514,0.6137253959191454,3.884851953425097,2.657401161586806,50,25,25,669.8866348337373,0.001221688947715863,1,502,True,60.33912246592753,6,Severe Propagator
75,POLICE_STATION::Sheshadripuram (Cluster 75),429724010,17.884256464655728,4,0.0213517865170736,0.4285714285102041,0.3373606780717994,25.073593591930354,0.25073593591930354,3.0367913438333476,1.2242786957980698,4.261070039631417,1.8125126480352778,52,26,26,407.92882027056635,0.001551005364526004,1,502,True,59.93573709993709,7,Severe Propagator
532,BTP171 - Indian Express (Balekundri) (Cluster 532),2187438204,45.7109020238694,4,0.0339048872787536,0.4285714285102041,0.5357011111534808,23.626602732578885,0.23626602732578886,2.953304117102748,0.9526148751028459,3.905918992205594,2.0006892419999023,54,27,27,380.26011606839586,0.0017177347637972354,1,502,True,59.59375636569535,8,Severe Propagator
335,BTP048 - Shanthala Junction (Cluster 335),12121597668,165.13044873404525,4,0.0322623338563041,0.4285714285102041,0.5097485785200353,29.14273870905203,0.2914273870905203,2.4070546708289333,0.9994324109282025,3.4064870817571355,1.4076222599007309,34,17,17,314.45390853611184,0.001279152310048803,1,502,True,58.954566367943976,9,Severe Propagator
14,POLICE_STATION::Bellandur (Cluster 14),12506414300,33.524698130738706,3,0.0150552227805889,0.2857142856734694,0.23787424821431702,31.498946367871195,0.31498946367871195,3.24696156667788,0.6549231568945334,3.9018847235724134,2.5920384097833464,34,17,17,272.3877928642823,0.0013655161063244774,2,76,True,58.02675514005566,10,Severe Propagator
64,"BTP080 - NR Road, SP Road Junction (Cluster 64)",429001167,20.932106504366544,6,0.000189322321614,0.7142857141836735,0.0029913144149672824,36.299075434626786,0.3629907543462679,2.9476995602991463,0.83921132858519,3.786910888884336,2.1084882317139564,56,28,28,788.5766689035136,0.0011649607239605023,1,502,True,57.35837302324621,11,Severe Propagator
558,POLICE_STATION::Pulikeshinagar(F.Town) (Cluster 558),10862090925,21.611232725031815,4,0.0002924061886283,0.4285714285102041,0.0046200513474201725,36.038395391486446,0.36038395391486444,3.4593099012412303,0.465740278744684,3.9250501799859143,2.9935696224965462,34,17,17,356.87464530193233,0.001294780338570719,1,502,True,57.02306290087882,12,Severe Propagator
257,"BTP189 - New Diagonal Road, Jayanagar (Cluster 257)",249075662,13.623008363793456,8,0.0001234492163512,0.9999999998571428,0.001950511789838796,33.8494727570322,0.338494727570322,3.074177227665342,0.7594967200195234,3.8336739476848654,2.3146805076458183,42,21,21,421.3177286628664,0.0012829553202586819,1,502,True,56.053289597527744,13,Severe Propagator
63,BTP104 - Medical College Circle (Cluster 63),10023965470,20.95085485665573,4,0.0005171290187194,0.4285714285102041,0.008170697860166306,32.21402690376059,0.3221402690376059,3.035704186808683,0.8401900196759826,3.8758942064846655,2.1955141671327008,50,25,25,551.2826934124871,0.0013567972954992042,1,502,True,55.876459512416154,14,Severe Propagator
96,POLICE_STATION::HAL Old Airport (Cluster 96),11922878281,75.06574534133328,6,5.083794612265041e-05,0.7142857141836735,0.0008032453847363383,30.222221363072382,0.3022222136307238,3.822545845861262,0.5445738137299108,4.3671196595911725,3.277972032131351,46,23,23,304.61041895124083,0.0014052513767636708,2,76,True,55.64740702155255,15,Severe Propagator
247,BTP008 - Navarang Theatre (Cluster 247),4912560046,6.17464778191586,4,0.0022077044377535,0.4285714285102041,0.03488198355238708,29.876775815067706,0.2987677581506771,3.0849604543270455,0.8521074735599926,3.937067927887038,2.2328529807670527,80,40,40,761.389165748069,0.0012582240830316188,1,502,True,54.391278386492935,16,Severe Propagator
342,"BTP070 - Cholurpalya Junction, Magadi Road (Cluster 342)",683067921,28.90312972871009,6,0.0117840448289402,0.7142857141836735,0.18618926105976313,22.251486834641913,0.22251486834641912,3.1520356864752515,0.8937404733788369,4.045776159854088,2.2582952130964147,72,36,36,442.27928970103557,0.0017368664756698398,1,502,True,54.03256687843962,17,Severe Propagator
3,BTP051 - Safina Plaza Junction (Cluster 3),1567429298,43.3567073273941,3,3.7713609883271817e-06,0.2857142856734694,5.958793655314083e-05,45.21535268518432,0.45215352685184323,2.874636840085268,0.4102706973833976,3.2849075374686656,2.464366142701871,46,23,23,773.9602132544329,0.0008420403433026325,1,502,True,53.8249174056196,18,Severe Propagator
347,"BTP148 - 17th Main, Doopanahalli Bus Stop (Cluster 347)",1420066813,4.31372306852082,6,0.0147126826332224,0.7142857141836735,0.2324620745636498,25.059343755567838,0.25059343755567837,2.6954607116664313,0.8041576485764206,3.499618360242852,1.8913030630900107,44,22,22,366.4483283107177,0.001652756974073994,1,502,True,53.35546130146543,19,Severe Propagator
767,BTP023 - Mahalaxmi Layout Entrance (Cluster 767),4484966000,18.92949973792901,6,0.0005439308241431,0.7142857141836735,0.008594169462603772,28.315800814612167,0.2831580081461217,2.842258649866814,0.9111831764050312,3.753441826271845,1.9310754734617825,50,25,25,468.0271292995744,0.0014381791975968436,1,502,True,53.32661113913839,20,Severe Propagator
162,POLICE_STATION::Sadashivanagar (Cluster 162),529018368,19.240012297898126,6,0.0103634988566703,0.7142857141836735,0.16374447162474684,36.408668268199655,0.36408668268199657,2.143701907596407,0.35063045379193514,2.4943323613883424,1.7930714538044719,14,7,7,123.28086704085395,0.0015044976518926703,1,502,True,53.30051230087077,21,Severe Propagator
754,POLICE_STATION::Jeevanbheemanagar (Cluster 754),1336840359,10.710876095690116,6,0.0030627976858402,0.7142857141836735,0.048392555033535616,30.180594903565893,0.30180594903565894,2.8976880217365433,0.669162519628289,3.566850541364832,2.2285255021082544,62,31,31,645.0324723999655,0.001429461542253327,1,502,True,53.25509098520046,22,Severe Propagator
132,BTP061 - Bhashyam Circle (Cluster 132),1472178418,36.88876858236862,6,0.0006976012132141,0.7142857141836735,0.011022179250688479,23.515322109253432,0.23515322109253434,3.483999315480034,0.9419114707583609,4.425910786238395,2.542087844721673,76,38,38,512.1820661355376,0.0014821800057818833,1,502,True,53.22908396170887,23,Severe Propagator
129,BTP192 - Urvashi Theater (Cluster 129),1859880597,6.901760618724435,4,0.0290401835975037,0.4285714285102041,0.45883823454067296,17.96403104621666,0.1796403104621666,2.1069938567580513,1.3019882400891007,3.408982096847152,0.8050056166689505,48,24,24,400.0304245199551,0.0017987309123547568,1,502,True,52.75961178406048,24,Severe Propagator
2,BTP040 - Elite Junction (Cluster 2),429001096,15.792653871387063,5,4.3999211530483786e-05,0.5714285713469388,0.0006951925931199764,46.66889260263542,0.46668892602635415,2.3051019747680246,0.531253736250704,2.8363557110187285,1.7738482385173207,38,19,19,837.7407013504891,0.000768275118729726,1,502,True,52.720945946689426,25,Severe Propagator
20,BTP082 - KR Market Junction (Cluster 20),429231096,93.23921184165667,6,0.0632906783972277,0.7142857141836735,0.9999999841998852,24.901981567377565,0.24901981567377565,1.018469378022501,0.7946736512192214,1.8131430292417223,0.22379572680327953,26,13,13,677.5051331678211,0.0009874602091526445,1,502,True,52.567068054668596,26,Strong Propagator
321,POLICE_STATION::Ashok Nagar (Cluster 321),423784668,55.97052573322313,5,0.0562975694286055,0.5714285713469388,0.8895080597139471,13.741318784489396,0.13741318784489395,1.8363418517163834,1.0721494723890128,2.9084913241053965,0.7641923793273706,52,26,26,392.0506277998428,0.001953210747451004,1,502,True,52.460882900579556,27,Severe Propagator
654,POLICE_STATION::Malleshwaram (Cluster 654),11898247198,42.08479506768895,6,0.0004026807839269,0.7142857141836735,0.006362402612232639,35.10343102539621,0.35103431025396215,2.678600334938931,0.5301657817744302,3.2087661167133614,2.148434553164501,34,17,17,388.83270378227917,0.0011270925998919028,1,502,True,52.32815859500618,28,Severe Propagator
272,POLICE_STATION::Halasur (Cluster 272),1808727536,38.500480619345964,4,0.006049061886024,0.4285714285102041,0.09557587220795366,39.18620895760249,0.39186208957602486,1.9194384365438202,0.5012836289491946,2.420722065493015,1.4181548075946255,28,14,14,571.0648199921425,0.0010600418097251648,1,502,True,52.2665717778398,29,Severe Propagator
399,BTP054 - Shivananda Circle (Cluster 399),3676198939,8.218209987177156,3,0.0102282829940355,0.2857142856734694,0.16160804547286192,22.17160019386597,0.2217160019386597,2.734226344293338,1.1123352231640649,3.8465615674574027,1.621891121129273,62,31,31,495.61894756907105,0.001511465685293163,1,502,True,52.18525699112727,30,Severe Propagator
639,POLICE_STATION::HAL Old Airport (Cluster 639),12060861673,54.48287205700364,6,0.0156380237653184,0.7142857141836735,0.2470825706763291,23.509856018663676,0.23509856018663677,2.8486161815792364,0.6989820866737667,3.547598268253003,2.1496340949054695,56,28,28,431.0133407131676,0.001598801468120481,2,76,True,51.901572362608164,31,Severe Propagator
115,BTP166 - Coffee Board Junction (Cluster 115),461789835,93.38521500699589,4,1.2420348854890852e-05,0.4285714285102041,0.00019624293771501047,27.495854311058864,0.27495854311058865,3.0134045728305536,0.8242042773216737,3.837608850152227,2.18920029550888,64,32,32,675.7890365368658,0.0012881094491200267,1,502,True,51.89574204112326,32,Severe Propagator
691,POLICE_STATION::Sheshadripuram (Cluster 691),308063204,64.27999920779548,3,0.026618768703745,0.2857142856734694,0.4205796012502747,18.077611475925696,0.18077611475925695,2.1944618186724734,1.3066314623953916,3.501093281067865,0.8878303562770817,66,33,33,508.31997008999446,0.0016119659651876283,1,502,True,51.78762317202034,33,Severe Propagator
673,BTP104 - Medical College Circle (Cluster 673),7146883208,49.843669058597996,6,6.14983265163219e-05,0.7142857141836735,0.0009716806187265498,28.982801408038245,0.28982801408038245,2.68472318702771,0.8375726531071801,3.5222958401348903,1.84715053392053,50,25,25,546.2405422319907,0.001340245604648688,1,502,True,51.629936181287206,34,Severe Propagator
222,POLICE_STATION::Madiwala (Cluster 222),12144204442,13.19778010404425,6,0.0032093779162532,0.7142857141836735,0.05070853950090128,33.95874937053148,0.33958749370531477,2.001025419021424,0.799891817561449,2.800917236582873,1.2011336014599752,28,14,14,376.9025374732202,0.0011784953270280334,7,27,True,51.49894020923911,35,Severe Propagator
194,POLICE_STATION::Sheshadripuram (Cluster 194),308063204,24.703393602789845,3,0.026618768703745,0.2857142856734694,0.4205796012502747,18.372926828815643,0.18372926828815644,2.1741803192333182,1.265813712392728,3.4399940316260462,0.9083666068405902,66,33,33,530.5565819198414,0.0015776536202272823,1,502,True,51.456622647490725,36,Severe Propagator
497,POLICE_STATION::Ashok Nagar (Cluster 497),248455487,16.609593406817048,4,0.0435997992594133,0.4285714285102041,0.6888818333860875,17.46566982079326,0.1746566982079326,2.2925586824256396,0.7705891019597042,3.063147784385344,1.5219695804659354,40,20,20,272.8699780480064,0.0017433178856777341,1,502,True,51.38910304490256,37,Severe Propagator
